Vármegye;Település;Cím;Típus;Akadálymentesség;Választópolgárok száma
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Áchim András utca 20-22.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Nem;1066
HAJDÚ-BIHAR vármegye;Debrecen;4030 Debrecen, Áchim András u. 20-22.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Nem;896
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Pacikert utca 1.  (Családsegítő);10 ezer lakos feletti település, megyei jogú város;Igen;1472
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Pacikert utca 1.  (Családsegítő);10 ezer lakos feletti település, megyei jogú város;Igen;1438
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Pacikert utca 1.  (Családsegítő);10 ezer lakos feletti település, megyei jogú város;Igen;1475
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Pacikert utca 1.  (Családsegítő);10 ezer lakos feletti település, megyei jogú város;Igen;1458
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Monostorpályi út 63.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1391
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Epreskert utca 80.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1202
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Epreskert utca 80.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1194
HAJDÚ-BIHAR vármegye;Debrecen;4030 Debrecen, Halász utca 4.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Nem;1431
HAJDÚ-BIHAR vármegye;Debrecen;4030 Debrecen, Halász utca 4.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Nem;985
HAJDÚ-BIHAR vármegye;Debrecen;4025 Debrecen, Vásáry István utca 10.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1467
HAJDÚ-BIHAR vármegye;Debrecen;4031 Debrecen, Közép utca 2.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;1476
HAJDÚ-BIHAR vármegye;Debrecen;4026 Debrecen, Hatvan u. 44.  (Fazekas Mihály Gimnázium);10 ezer lakos feletti település, megyei jogú város;Igen;1329
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Vásáry István utca 10.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1321
HAJDÚ-BIHAR vármegye;Debrecen;4031 Debrecen, Szoboszlói út 3  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1175
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Széchenyi utca 65.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;1113
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Széchenyi utca 65.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;1098
HAJDÚ-BIHAR vármegye;Debrecen;4031 Debrecen, Margit tér 19.  (Kazinczy Ferenc Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;697
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Margit tér 19.  (Kazinczy Ferenc Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;827
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Margit tér 19.  (Kazinczy Ferenc Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1010
HAJDÚ-BIHAR vármegye;Debrecen;4031 Debrecen, Margit tér 19.  (Kazinczy Ferenc Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;884
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Margit tér 19.  (Kazinczy Ferenc Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1137
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Margit tér 19.  (Kazinczy Ferenc Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1087
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Margit tér 19.  (Kazinczy Ferenc Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1126
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Margit tér 19.  (Kazinczy Ferenc Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;989
HAJDÚ-BIHAR vármegye;Debrecen;4025 Debrecen, Margit tér 19.  (Kazinczy Ferenc Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1069
HAJDÚ-BIHAR vármegye;Debrecen;4031 Debrecen, Angyalföld tér 4.  (Vörösmarty Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1128
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Angyalföld tér 4.  (Vörösmarty Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1095
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Angyalföld tér 4.  (Vörösmarty Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1183
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Angyalföld tér 4.  (Vörösmarty Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1136
HAJDÚ-BIHAR vármegye;Debrecen;4031 Debrecen, Angyalföld tér 4.  (Vörösmarty Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1099
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Angyalföld tér 4.  (Vörösmarty Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;906
HAJDÚ-BIHAR vármegye;Debrecen;4031 Debrecen, Pósa utca 1.  (volt Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1402
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Pósa utca 1.  (volt Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1484
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Pósa utca 1.  (volt Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1501
HAJDÚ-BIHAR vármegye;Debrecen;4031 Debrecen, Pósa utca 1.  (volt Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1274
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Bartók Béla út 78.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;1086
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Vág utca 9.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;874
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Vág utca 9.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1028
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Vág utca 9.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1406
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Vénkert utca 2.  (Kereskedelmi Szakközépisk.);10 ezer lakos feletti település, megyei jogú város;Nem;1130
HAJDÚ-BIHAR vármegye;Debrecen;4027 Debrecen, Dózsa György utca 2.  (Dózsa Gy. Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1146
HAJDÚ-BIHAR vármegye;Debrecen;4026 Debrecen, Dózsa György utca 2.  (Dózsa Gy. Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;951
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Dózsa György utca 2.  (Dózsa Gy. Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1243
HAJDÚ-BIHAR vármegye;Debrecen;4026 Debrecen, Hunyadi János u 1-3  (Hotel Lycium Kölcsey Közp.);10 ezer lakos feletti település, megyei jogú város;Igen;1091
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Ibolya utca 3.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1181
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Ibolya utca 3.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1062
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Vénkert utca 2.  (Kereskedelmi Szakközépisk.);10 ezer lakos feletti település, megyei jogú város;Nem;1187
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Hunyadi János u 1-3  (Hotel Lycium Kölcsey Közp.);10 ezer lakos feletti település, megyei jogú város;Igen;1439
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Kemény Zsigmond utca 7. (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;1210
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Kardos Albert utca 24.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;995
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Zákány utca 5.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1469
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Zákány utca 5.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;866
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Zákány utca 5.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1167
HAJDÚ-BIHAR vármegye;Debrecen;4028 Debrecen, Zákány utca 5.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;681
HAJDÚ-BIHAR vármegye;Debrecen;4002 Debrecen, Mezőgazdász utca 1.  (Balásházy Középiskola);10 ezer lakos feletti település, megyei jogú város;Nem;825
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Kardos Albert utca 24.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;609
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Józsakert utca 9.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1257
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Böszörményi út 150.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1159
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Böszörményi út 150.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1073
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Alsójózsai utca 8.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1360
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Alsójózsai utca 8.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;961
HAJDÚ-BIHAR vármegye;Debrecen;4027 Debrecen, Ibolya u. 3.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;843
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Ibolya utca 3.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;767
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Csapó utca 29-35.  (Vegyipari Szakgimnázium);10 ezer lakos feletti település, megyei jogú város;Igen;1048
HAJDÚ-BIHAR vármegye;Debrecen;4032 Debrecen, Thomas Mann utca 16.  (Szent László Gimnázium);10 ezer lakos feletti település, megyei jogú város;Nem;1379
HAJDÚ-BIHAR vármegye;Debrecen;4027 Debrecen, Thomas Mann utca 16.  (Szent László Gimnázium);10 ezer lakos feletti település, megyei jogú város;Nem;804
HAJDÚ-BIHAR vármegye;Debrecen;4032 Debrecen, Csapó utca 29-35.  (Vegyipari Szakgimnázium);10 ezer lakos feletti település, megyei jogú város;Igen;1293
HAJDÚ-BIHAR vármegye;Debrecen;4032 Debrecen, Jerikó utca 17-21.  (Beregszászi Szakközépiskola);10 ezer lakos feletti település, megyei jogú város;Igen;970
HAJDÚ-BIHAR vármegye;Debrecen;4032 Debrecen, Jerikó utca 17-21.  (Beregszászi Szakközépiskola);10 ezer lakos feletti település, megyei jogú város;Igen;1267
HAJDÚ-BIHAR vármegye;Debrecen;4032 Debrecen, Jerikó utca 17-21.  (Beregszászi Szakközépiskola);10 ezer lakos feletti település, megyei jogú város;Igen;1167
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Bolyai utca 29.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1131
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Bolyai utca 29.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1022
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Thomas Mann utca 45.  (VSZSZ Idősek Klubja);10 ezer lakos feletti település, megyei jogú város;Igen;1158
HAJDÚ-BIHAR vármegye;Debrecen;4002 Debrecen, Kalász utca 1.  (Ondód Közösségi Ház);10 ezer lakos feletti település, megyei jogú város;Igen;616
HAJDÚ-BIHAR vármegye;Debrecen;4063 Debrecen, Kastélykert utca 39.  (Közösségi ház);10 ezer lakos feletti település, megyei jogú város;Igen;734
HAJDÚ-BIHAR vármegye;Debrecen;4002 Debrecen, Napraforgó utca 16.  (Közösségi ház);10 ezer lakos feletti település, megyei jogú város;Igen;396
HAJDÚ-BIHAR vármegye;Debrecen;4032 Debrecen, Babits Mihály utca 2-4.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;1326
HAJDÚ-BIHAR vármegye;Debrecen;4032 Debrecen, Tessedik Sámuel utca 218.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;869
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Böszörményi út 150.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1404
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Tessedik Sámuel utca 218.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;1349
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Békessy B. utca 12.  (Csokonai V. M. Gimnázium);10 ezer lakos feletti település, megyei jogú város;Igen;1095
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Békessy B. utca 12.  (Csokonai V. M. Gimnázium);10 ezer lakos feletti település, megyei jogú város;Igen;1036
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Békessy B. utca 12.  (Csokonai V. M. Gimnázium);10 ezer lakos feletti település, megyei jogú város;Igen;1160
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Martonfalvi utca 21-23.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;1005
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Martonfalvi utca 21-23.  (Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;1010
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Nagyerdei krt. 82.  (DE Zeneművészeti Kar);10 ezer lakos feletti település, megyei jogú város;Igen;573
HAJDÚ-BIHAR vármegye;Debrecen;4225 Debrecen, Felsőjózsai utca 7.  (Családsegítő Központ);10 ezer lakos feletti település, megyei jogú város;Igen;1335
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Rózsavölgy utca 23.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1479
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Józsakert utca 9.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1469
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Gönczy Pál utca 1-3.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1442
HAJDÚ-BIHAR vármegye;Debrecen; Debrecen, Gönczy Pál utca 1-3.  (Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1144
HAJDÚ-BIHAR vármegye;Derecske;4130 Derecske, Malom utca 9. (Petőfi Mezőgazdasági Kft.);10 ezer és az alatti lakosú település;Nem;982
HAJDÚ-BIHAR vármegye;Derecske;4130 Derecske, Szováti út 2. (Bocskai István Általános Iskola);10 ezer és az alatti lakosú település;Igen;934
HAJDÚ-BIHAR vármegye;Derecske;4130 Derecske, Köztársaság út 87. (Önkormányzati Hivatal);10 ezer és az alatti lakosú település;Igen;865
HAJDÚ-BIHAR vármegye;Derecske;4130 Derecske, Lengyel utca 1. (I. Rákóczi György Gimnázium);10 ezer és az alatti lakosú település;Igen;919
HAJDÚ-BIHAR vármegye;Derecske;4130 Derecske, Kinizsi utca 3. (Mese-Vár Óvoda);10 ezer és az alatti lakosú település;Igen;885
HAJDÚ-BIHAR vármegye;Derecske;4130 Derecske, Köztársaság út 107. (Művelődési Központ);10 ezer és az alatti lakosú település;Igen;949
HAJDÚ-BIHAR vármegye;Derecske;4130 Derecske, Köztársaság út 107. (Művelődési Központ);10 ezer és az alatti lakosú település;Igen;837
HAJDÚ-BIHAR vármegye;Derecske;4130 Derecske, Damjanich utca 5/A. (Közösségi Ház);10 ezer és az alatti lakosú település;Igen;375
HAJDÚ-BIHAR vármegye;Ebes; Ebes, Ady Endre utca 6-8. (Községi Könyvtár);10 ezer és az alatti lakosú település;Igen;993
HAJDÚ-BIHAR vármegye;Ebes; Ebes, Széchenyi tér 5. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;884
HAJDÚ-BIHAR vármegye;Ebes; Ebes, Kossuth u. 32. (Művelődési Ház);10 ezer és az alatti lakosú település;Nem;1093
HAJDÚ-BIHAR vármegye;Ebes; Ebes, Rákóczi u. 13. (Családsegítő);10 ezer és az alatti lakosú település;Igen;884
HAJDÚ-BIHAR vármegye;Egyek;4069 Egyek, Fő tér 22. (Alkotóház);10 ezer és az alatti lakosú település;Igen;635
HAJDÚ-BIHAR vármegye;Egyek; Egyek, Fő utca 1. (Iskola);10 ezer és az alatti lakosú település;Igen;598
HAJDÚ-BIHAR vármegye;Egyek;4069 Egyek, Óvoda utca 4.  (Óvoda);10 ezer és az alatti lakosú település;Igen;751
HAJDÚ-BIHAR vármegye;Egyek; Egyek, Hunyadi János utca 48/F. (Könyvtár);10 ezer és az alatti lakosú település;Igen;679
HAJDÚ-BIHAR vármegye;Egyek;4069 Egyek, Béke utca 21. (Iskola);10 ezer és az alatti lakosú település;Igen;790
HAJDÚ-BIHAR vármegye;Egyek; Egyek, Teleki utca 61. (Iskola);10 ezer és az alatti lakosú település;Igen;440
HAJDÚ-BIHAR vármegye;Egyek;4069 Egyek, Szabadság utca 2. (MEDICOR);10 ezer és az alatti lakosú település;Igen;146
HAJDÚ-BIHAR vármegye;Esztár; Esztár, Kossuth utca 1.;10 ezer és az alatti lakosú település;Igen;1078
HAJDÚ-BIHAR vármegye;Folyás;4095 Folyás, Kossuth utca 13. (Önkormányzati Hivatal);10 ezer és az alatti lakosú település;Igen;234
HAJDÚ-BIHAR vármegye;Földes; Földes, Kállai u. 25.  /Kállai úti óvoda/;10 ezer és az alatti lakosú település;Nem;817
HAJDÚ-BIHAR vármegye;Földes; Földes, Karácsony S. tér 6. (Karácsony S. Közösségi Ház);10 ezer és az alatti lakosú település;Igen;830
HAJDÚ-BIHAR vármegye;Földes; Földes, Rákóczi utca 5.  /Szoc. Szolg. központ/;10 ezer és az alatti lakosú település;Igen;751
HAJDÚ-BIHAR vármegye;Földes;004 Földes, Fő u. 2. sz. (régi mozi épülete);10 ezer és az alatti lakosú település;Igen;797
HAJDÚ-BIHAR vármegye;Furta; Furta, Petőfi út 1. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;943
HAJDÚ-BIHAR vármegye;Fülöp; Fülöp, Arany János utca 117.;10 ezer és az alatti lakosú település;Igen;424
HAJDÚ-BIHAR vármegye;Fülöp; Fülöp, Arany János utca 21.;10 ezer és az alatti lakosú település;Igen;355
HAJDÚ-BIHAR vármegye;Fülöp; Fülöp, Kossuth Lajos utca 30.;10 ezer és az alatti lakosú település;Igen;397
HAJDÚ-BIHAR vármegye;Fülöp; Fülöp, Bánháza  út 32.;10 ezer és az alatti lakosú település;Igen;157
HAJDÚ-BIHAR vármegye;Gáborján;4122 Gáborján, Fő utca 106. (Önkormányzat);10 ezer és az alatti lakosú település;Igen;679
HAJDÚ-BIHAR vármegye;Görbeháza;4075 Görbeháza, Iskola utca 14. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;916
HAJDÚ-BIHAR vármegye;Görbeháza; Görbeháza, Széchenyi utca 9. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;974
HAJDÚ-BIHAR vármegye;Görbeháza; Görbeháza, Orgona utca 8.;10 ezer és az alatti lakosú település;Nem;47
HAJDÚ-BIHAR vármegye;Hajdúbagos;4273 Hajdúbagos, Nagy utca 101. (Faluház);10 ezer és az alatti lakosú település;Igen;883
HAJDÚ-BIHAR vármegye;Hajdúbagos;4273 Hajdúbagos, Iskola u. 18.;10 ezer és az alatti lakosú település;Igen;808
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Tizenhárom vértanú u. 1. (Hb-i Bethlen G.Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1007
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Tizenhárom vértanú u.1. (Hb-i Bethlen G.Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;846
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Krúdy Gy. u. 11-15. (Hajdúvidi Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;648
HAJDÚ-BIHAR vármegye;Hajdúböszörmény;4220 Hajdúböszörmény, Weszprémy Gáspár utca 5. (Napsugár Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;1112
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Kölcsey F. u. 1. (Csillagvár Óvoda és Bölcsőde);10 ezer lakos feletti település, nem megyei jogú város;Nem;1037
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Dobó I. u. 68-72. (Csillagvár Óvoda és Bölcsőde);10 ezer lakos feletti település, nem megyei jogú város;Igen;1201
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Dobó I. u. 68-72. (Csillagvár Óvoda és Bölcsőde);10 ezer lakos feletti település, nem megyei jogú város;Igen;822
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Rókahát u. 6. (Pródi Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;175
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Erdély u. 37. (Középkerti Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1178
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Erdély u. 37. (Középkerti Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1142
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Erdély u. 37. (Középkerti Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;781
HAJDÚ-BIHAR vármegye;Hajdúböszörmény;"4220 Hajdúböszörmény, Kálvin tér 7-9. (\Hb. ESZ-V\"" Nonprofit Kft.)""";10 ezer lakos feletti település, nem megyei jogú város;Igen;1083
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Erdély u. 37. (Középkerti Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;706
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Benedek J. utca felől (Hb-i Bocskai I. Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;753
HAJDÚ-BIHAR vármegye;Hajdúböszörmény;4220 Hajdúböszörmény, Csomaközi András utca 3. (Munkaügyi Központ);10 ezer lakos feletti település, nem megyei jogú város;Igen;616
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Toldi M. u. (Db-i Egy.Gyakorló Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;685
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Egyingi T.B.u. 5/A (Veress F.Szakk.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;897
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Egyingi T.B.u. 5/A (Veress F.Szakk.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;779
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Kert u. 24. (Tavaszkert Közösségi Ház);10 ezer lakos feletti település, nem megyei jogú város;Nem;1195
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Polgári u. 48-50. (Napsugár Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;739
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Eötvös J. u. 10. (Hb-i Eötvös J. Ált.Isk. és AMI);10 ezer lakos feletti település, nem megyei jogú város;Igen;942
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Désány I.u. 1-9. (DE Gyermeknev. és Gyógyped. Kar);10 ezer lakos feletti település, nem megyei jogú város;Igen;957
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Kórház tér 1. (TOP-Holding Zrt);10 ezer lakos feletti település, nem megyei jogú város;Igen;1132
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Esze T. u.2-4. (Hb-i Kincskereső Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Nem;1038
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Vásár tér 27. (Városi Sportszolgáltató Kft.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1124
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Vákáncsos u. 43. (Zeleméry L.Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;822
HAJDÚ-BIHAR vármegye;Hajdúböszörmény; Hajdúböszörmény, Vákáncsos u. 43. (Zeleméry L.Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;710
HAJDÚ-BIHAR vármegye;Hajdúdorog;4087 Hajdúdorog, Tokaji út 4.;10 ezer és az alatti lakosú település;Igen;823
HAJDÚ-BIHAR vármegye;Hajdúdorog; Hajdúdorog, Sarok utca 1.;10 ezer és az alatti lakosú település;Igen;960
HAJDÚ-BIHAR vármegye;Hajdúdorog;4087 Hajdúdorog, Böszörményi út 17.;10 ezer és az alatti lakosú település;Igen;953
HAJDÚ-BIHAR vármegye;Hajdúdorog;4087 Hajdúdorog, Ady Endre utca 23-27.;10 ezer és az alatti lakosú település;Igen;1038
HAJDÚ-BIHAR vármegye;Hajdúdorog;4087 Hajdúdorog, Kórház utca 19.;10 ezer és az alatti lakosú település;Nem;916
HAJDÚ-BIHAR vármegye;Hajdúdorog;4087 Hajdúdorog, Nánási út 5-7.;10 ezer és az alatti lakosú település;Nem;786
HAJDÚ-BIHAR vármegye;Hajdúdorog;4087 Hajdúdorog, Méntelep utca 14.;10 ezer és az alatti lakosú település;Nem;752
HAJDÚ-BIHAR vármegye;Hajdúdorog;4087 Hajdúdorog, Tokaji út 81.;10 ezer és az alatti lakosú település;Igen;649
HAJDÚ-BIHAR vármegye;Hajdúhadház; Hajdúhadház, Rákóczi u. 52. (Földi János Kéttannyelvű AMI);10 ezer lakos feletti település, nem megyei jogú város;Igen;1207
HAJDÚ-BIHAR vármegye;Hajdúhadház; Hajdúhadház, Szilágyi D.utca 2-4. (Földi J. Kéttannyelvű AMI);10 ezer lakos feletti település, nem megyei jogú város;Igen;1043
HAJDÚ-BIHAR vármegye;Hajdúhadház; Hajdúhadház, Petőfi utca 1/a. (Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;1231
HAJDÚ-BIHAR vármegye;Hajdúhadház; Hajdúhadház, Béke utca 54/b. (Családsegítő);10 ezer lakos feletti település, nem megyei jogú város;Igen;1223
HAJDÚ-BIHAR vármegye;Hajdúhadház; Hajdúhadház, Bercsényi u. 23. (Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;1093
