Vármegye;Település;Cím;Típus;Akadálymentesség;Választópolgárok száma
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3524 Miskolc, Hajós A.u.5. (Széchenyi I.Ált.ésAlapf.Műv.Tagisk.);10 ezer lakos feletti település, megyei jogú város;Nem;974
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3524 Miskolc, Hajós A.u.5. (Széchenyi I.Ált.ésAlapf.Műv.Tagisk.);10 ezer lakos feletti település, megyei jogú város;Nem;948
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3524 Miskolc, Pattantyús u. 2. (Avastetői Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;971
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Vörösmarty M. u.76. (Mc-i Szabó Lőrinc Ált.Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1030
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Szigethy M.u.8.(M.E. Ferenczi S.Egészségügyi Tech);10 ezer lakos feletti település, megyei jogú város;Igen;883
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Szigethy M.u.8.(M.E. Ferenczi S.Egészségügyi Tech);10 ezer lakos feletti település, megyei jogú város;Igen;767
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Görgey A. u. 11. (II. Rákóczi Ferenc Könyvtár);10 ezer lakos feletti település, megyei jogú város;Igen;836
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Kálvin J.u.2. (Lévay J. Ref. Gimn. és Diákotthon);10 ezer lakos feletti település, megyei jogú város;Igen;1047
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Kálvin J.u.2. (Lévay J. Ref. Gimn. és Diákotthon);10 ezer lakos feletti település, megyei jogú város;Igen;994
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3531 Miskolc, Aba u. 49. (MIÓVI Tündérkert Sport Tagóvodája);10 ezer lakos feletti település, megyei jogú város;Igen;1000
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3526 Miskolc, Kassai u. 15. (Rónai Ferenc Tagiskola);10 ezer lakos feletti település, megyei jogú város;Igen;952
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3526 Miskolc, Szeles u. 57. (Mc-i Éltes Mátyás Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;950
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3527 Miskolc, Soltész N.K.u.7.(MSzC Bláthy O.Villamosipari Tech);10 ezer lakos feletti település, megyei jogú város;Igen;972
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Vörösmarty M. u.76. (Mc-i Szabó Lőrinc Ált.Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;923
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Vörösmarty M. u.76. (Mc-i Szabó Lőrinc Ált.Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;961
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Vörösmarty M. u.76. (Mc-i Szabó Lőrinc Ált.Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;946
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3526 Miskolc, Szeles u. 57. (Mc-i Éltes Mátyás Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;915
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Fazekas u. 6. (Fazekas Utcai Ált. Iskola és AMI);10 ezer lakos feletti település, megyei jogú város;Igen;949
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Kelemen Didák u. 5. (Földes Ferenc Gimnázium);10 ezer lakos feletti település, megyei jogú város;Nem;914
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Kálvin J.u.2. (Lévay J. Ref. Gimn. és Diákotthon);10 ezer lakos feletti település, megyei jogú város;Igen;902
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Tizeshonvéd u. 21. (Mc-i Herman O. Gimn. Ebédlője);10 ezer lakos feletti település, megyei jogú város;Igen;852
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Nagyváthy János u.5. (Mc-i Zrínyi Ilona Gimnázium);10 ezer lakos feletti település, megyei jogú város;Nem;967
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Nagyváthy János u.5. (Mc-i Zrínyi Ilona Gimnázium);10 ezer lakos feletti település, megyei jogú város;Nem;939
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Fazekas u. 6. (Fazekas Utcai Ált. Iskola és AMI);10 ezer lakos feletti település, megyei jogú város;Igen;944
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Pallós u.1. (Jókai Mór Református Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1027
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Pallós u.1. (Jókai Mór Református Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;930
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Mátyás király u.21.(Gyarmati Dezső Sport Ált.Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;955
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Mátyás király u.21.(Gyarmati Dezső Sport Ált.Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;998
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Mátyás király u.21.(Gyarmati Dezső Sport Ált.Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1011
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3532 Miskolc, Zoltán u.5. (Miskolci II. Rákóczi Ferenc Ált.Isk.);10 ezer lakos feletti település, megyei jogú város;Nem;821
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3525 Miskolc, Mátyás király u.21.(Gyarmati Dezső Sport Ált.Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;984
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3531 Miskolc, Bársony J. u. 27/A.(Bársony J. Római Kat.Ált.Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;957
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3531 Miskolc, Bársony J. u. 27/A.(Bársony J. Római Kat.Ált.Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1050
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3531 Miskolc, Győri kapu 48-50. (Mc-i Városgazda Nonprofit Kft.);10 ezer lakos feletti település, megyei jogú város;Nem;972
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3531 Miskolc, Aba u. 49. (MIÓVI Tündérkert Sport Tagóvodája);10 ezer lakos feletti település, megyei jogú város;Igen;928
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3532 Miskolc, Herman O.u.2.(MSZC Szentpáli I. Ker.és Vend.Techn);10 ezer lakos feletti település, megyei jogú város;Igen;939
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3532 Miskolc, Herman O.u.2.(MSZC Szentpáli I. Ker.és Vend.Techn);10 ezer lakos feletti település, megyei jogú város;Igen;951
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3532 Miskolc, Zoltán u.5. (Miskolci II. Rákóczi Ferenc Ált.Isk.);10 ezer lakos feletti település, megyei jogú város;Nem;904
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3532 Miskolc, Lyukóvölgy Gulyakút 77591 (Lyukói Közösségi Ház);10 ezer lakos feletti település, megyei jogú város;Igen;1199
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3533 Miskolc, Andrássy u. 53/a (MIÓVI Nyitnikék Tagóvodája);10 ezer lakos feletti település, megyei jogú város;Igen;862
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3532 Miskolc, Rácz Á.u.54-56(MSZC Baross G. Üzleti és Közl.Tech);10 ezer lakos feletti település, megyei jogú város;Nem;981
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3532 Miskolc, Rácz Á.u.54-56(MSZC Baross G. Üzleti és Közl.Tech);10 ezer lakos feletti település, megyei jogú város;Nem;952
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3532 Miskolc, Győri kapu 156. (Karacs Teréz Kollégium);10 ezer lakos feletti település, megyei jogú város;Igen;984
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3533 Miskolc, Andrássy u. 53/a (MIÓVI Nyitnikék Tagóvodája);10 ezer lakos feletti település, megyei jogú város;Igen;953
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3532 Miskolc, Lyukóvölgy Gulyakút 77591 (Lyukói Közösségi Ház);10 ezer lakos feletti település, megyei jogú város;Igen;862
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3515 Miskolc, Miskolc-Egyetemváros (Miskolci Egyetem E/1. Koll.);10 ezer lakos feletti település, megyei jogú város;Igen;906
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3519 Miskolc, Győri u. 3. (Miskolctapolcai Tagiskola);10 ezer lakos feletti település, megyei jogú város;Nem;892
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3519 Miskolc, Győri u. 3. (Miskolctapolcai Tagiskola);10 ezer lakos feletti település, megyei jogú város;Nem;941
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3519 Miskolc, Várhegy u. 2. (MIÓVI Várhegy Úti Tagóvoda);10 ezer lakos feletti település, megyei jogú város;Igen;921
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3533 Miskolc, Olvasztár u.1. (Komlóstetői Ref. Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;889
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3533 Miskolc, Olvasztár u.1. (Komlóstetői Ref. Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;902
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3533 Miskolc, Olvasztár u.1. (Komlóstetői Ref. Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;908
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3510 Miskolc, Fő utca 78. (Bükkszentlászló, Kultúrház);10 ezer lakos feletti település, megyei jogú város;Nem;430
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3518 Miskolc, Bollóalja u. 160. (Bányász Kulturális Egyesület);10 ezer lakos feletti település, megyei jogú város;Igen;922
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3518 Miskolc, Bollóalja u. 160. (Bányász Kulturális Egyesület);10 ezer lakos feletti település, megyei jogú város;Igen;954
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Kiss Tábornok u. 42. (Diósgyőri Gimnázium);10 ezer lakos feletti település, megyei jogú város;Igen;935
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Fazola Henrik u. 2. (Bulgárföldi Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;939
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Fazola Henrik u. 2. (Bulgárföldi Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;926
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Fazola Henrik u. 2. (Bulgárföldi Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;929
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Fazola Henrik u. 2. (Bulgárföldi Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;929
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Kiss Tábornok u. 42. (Diósgyőri Gimnázium);10 ezer lakos feletti település, megyei jogú város;Igen;1023
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Kiss Tábornok u. 42. (Diósgyőri Gimnázium);10 ezer lakos feletti település, megyei jogú város;Igen;1002
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Könyves K. u. 2. (Mc-i Könyves Kálmán Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;934
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Könyves K. u. 2. (Mc-i Könyves Kálmán Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;947
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Gagarin u.54. (Mc-i SZC Kós K. Ép. Kreatív Techn.);10 ezer lakos feletti település, megyei jogú város;Nem;964
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Könyves K. u. 2. (Mc-i Könyves Kálmán Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;947
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3535 Miskolc, Tóth Árpád u.12.(Diósgyőri Nagy Lajos Kir.Ált.Isk);10 ezer lakos feletti település, megyei jogú város;Igen;968
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3533 Miskolc, Bolyai F.u.10. (Debreczeni M. Mgi és Élelm.Techn.);10 ezer lakos feletti település, megyei jogú város;Igen;958
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3533 Miskolc, Bolyai F.u.10. (Debreczeni M. Mgi és Élelm.Techn.);10 ezer lakos feletti település, megyei jogú város;Igen;958
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Gagarin u.54. (Mc-i SZC Kós K. Ép. Kreatív Techn.);10 ezer lakos feletti település, megyei jogú város;Nem;928
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Árpád út 4. (Ady Endre Művelődési Ház);10 ezer lakos feletti település, megyei jogú város;Igen;921
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3535 Miskolc, Móra F.u.1/A(Diósgyőri Szt Ferenc Róm.Kat.Ált.Isk);10 ezer lakos feletti település, megyei jogú város;Igen;893
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3535 Miskolc, Móra F.u.1/A(Diósgyőri Szt Ferenc Róm.Kat.Ált.Isk);10 ezer lakos feletti település, megyei jogú város;Igen;924
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3535 Miskolc, Móra F.u.1/A(Diósgyőri Szt Ferenc Róm.Kat.Ált.Isk);10 ezer lakos feletti település, megyei jogú város;Igen;934
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Árpád út 4. (Ady Endre Művelődési Ház);10 ezer lakos feletti település, megyei jogú város;Igen;927
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Árpád út 4. (Ady Endre Művelődési Ház);10 ezer lakos feletti település, megyei jogú város;Igen;950
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Batsányi u.2.(Miskolci Integrált Óvodai Intézmény);10 ezer lakos feletti település, megyei jogú város;Nem;926
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3534 Miskolc, Batsányi u.2.(Miskolci Integrált Óvodai Intézmény);10 ezer lakos feletti település, megyei jogú város;Nem;909
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3535 Miskolc, Erdész u. 24. (Bagolyvár);10 ezer lakos feletti település, megyei jogú város;Igen;910
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3535 Miskolc, Erdész u. 24. (Bagolyvár);10 ezer lakos feletti település, megyei jogú város;Igen;875
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3535 Miskolc, Sas u. 11. (Hámori Waldorf Isk. Sas Utcai Teleph.);10 ezer lakos feletti település, megyei jogú város;Nem;919
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3517 Miskolc, Losonczy u. 64. (Hámori Waldorf Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;354
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3517 Miskolc, Ómassa utca 34. (Orvosi rendelő);10 ezer lakos feletti település, megyei jogú város;Igen;106
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mogyoróska; Mogyoróska, Fő út 58. (Községháza);10 ezer és az alatti lakosú település;Igen;91
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Monaj;3812 Monaj, Béke u. 20. (Önkormányzati Hivatal);10 ezer és az alatti lakosú település;Igen;184
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Monok; Monok, Széchenyi István u. 14. (Gondozási Központ);10 ezer és az alatti lakosú település;Igen;603
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Monok; Monok, Kossuth Lajos u. 11. (Kultúrház);10 ezer és az alatti lakosú település;Nem;617
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Muhi;3552 Muhi, Kossuth út 1. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;398
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Múcsony; Múcsony, Kossuth L. út 92. (Műv. Ház);10 ezer és az alatti lakosú település;Igen;771
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Múcsony;3744 Múcsony, Élmunkás út 6-8. (Óvoda);10 ezer és az alatti lakosú település;Igen;730
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Múcsony; Múcsony, Bányász u. 7. (Ált. Iskola);10 ezer és az alatti lakosú település;Igen;761
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nagybarca; Nagybarca, Kossuth út 32. (Műv. Ház);10 ezer és az alatti lakosú település;Igen;682
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nagycsécs;3598 Nagycsécs, Apponyi út 50. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;619
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nagyhuta; Nagyhuta, Petőfi Sándor utca 10. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;78
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nagykinizs; Nagykinizs, Szent E. tér 1. (Önkorm.ép.);10 ezer és az alatti lakosú település;Igen;219
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nagyrozvágy; Nagyrozvágy, Rákóczi utca 27. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;496
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nekézseny; Nekézseny, Zrínyi utca 4. (Balogh Béni Közösségi Ház);10 ezer és az alatti lakosú település;Igen;552
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nemesbikk; Nemesbikk, Petőfi utca 1. (Kultúrház);10 ezer és az alatti lakosú település;Igen;716
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Négyes;3463 Négyes, Rákóczi Ferenc út 45. (Községháza);10 ezer és az alatti lakosú település;Igen;245
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Novajidrány; Novajidrány, Kossuth u. 71. (Műv. Ház);10 ezer és az alatti lakosú település;Igen;1010
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nyékládháza;3433 Nyékládháza, Kossuth út 54/B.  (Ált. Isk.);10 ezer és az alatti lakosú település;Igen;846
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nyékládháza; Nyékládháza,  Kossuth u. 56. (Műv. Ház);10 ezer és az alatti lakosú település;Igen;746
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nyékládháza; Nyékládháza, Munkácsy u. 2. (Óvoda);10 ezer és az alatti lakosú település;Igen;788
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nyékládháza; Nyékládháza, Szabadság tér 6. (Idősek Klubja);10 ezer és az alatti lakosú település;Nem;742
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nyékládháza; Nyékládháza,  Kossuth u. 54/B. (Ált. Isk.);10 ezer és az alatti lakosú település;Nem;1042
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nyésta;3809 Nyésta, Fő u. 18. (Önkormányzati Hivatal);10 ezer és az alatti lakosú település;Igen;24
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nyíri;3998 Nyíri, Kossuth Lajos út 40. (Kultúrház);10 ezer és az alatti lakosú település;Igen;360
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Nyomár; Nyomár, Szabadság u. 45. (Önk. Hivatal);10 ezer és az alatti lakosú település;Igen;222
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Olaszliszka;3933 Olaszliszka, Szent István út 5. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;1180
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Onga; Onga, Görgey  A. u. 2.;10 ezer és az alatti lakosú település;Nem;741
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Onga; Onga, Rákóczi u. 11. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;822
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Onga; Onga, Hunyadi u. 43. (Óvoda épület);10 ezer és az alatti lakosú település;Nem;931
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Onga; Onga, Arany J. u. 14. (Óvoda épület);10 ezer és az alatti lakosú település;Nem;916
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Onga;3562 Onga, Akác u. 4.;10 ezer és az alatti lakosú település;Nem;168
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Onga;3562 Onga, Darvas u. 10.;10 ezer és az alatti lakosú település;Nem;80
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ormosbánya;3743 Ormosbánya, Petőfi tér 1. (Ormosbányai Közös Önk. Hiv.);10 ezer és az alatti lakosú település;Igen;608
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ormosbánya;3743 Ormosbánya, Fő utca 2. (Hosztják Albert Általános Iskola);10 ezer és az alatti lakosú település;Igen;574
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Oszlár; Oszlár, Petőfi u. 11. (Kultúrház);10 ezer és az alatti lakosú település;Igen;270
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ónod;3551 Ónod, Rákóczi út 51. (42/4.hrsz.);10 ezer és az alatti lakosú település;Igen;868
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ónod;3551 Ónod, Rákóczi út 51. (42/4 hrsz.);10 ezer és az alatti lakosú település;Igen;882
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Vasvár út 56. (Vasvár Isk.-Tehetséggondozó Kp.);10 ezer lakos feletti település, nem megyei jogú város;Igen;575
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Vasvár út  37/A. (Vasvár Úti Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;850
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Katona József út 7. (Városközponti Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Nem;903
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Vasvár út 37/A. (Vasvár Úti Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;931
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Vasvár út 37/A. (Vasvár Úti Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;771
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Puskás Tivadar út 1-2. (Háziorvosi Rendelő);10 ezer lakos feletti település, nem megyei jogú város;Igen;1218
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Árpád vezér út 13. (Szakképzési Centrum);10 ezer lakos feletti település, nem megyei jogú város;Igen;786
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Árpád vezér út 13. (Szakképzési Centrum);10 ezer lakos feletti település, nem megyei jogú város;Igen;720
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Árpád vezér út 13. (Szakképzési Centrum);10 ezer lakos feletti település, nem megyei jogú város;Nem;552
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Árpád vezér út 13. (Szakképzési Centrum);10 ezer lakos feletti település, nem megyei jogú város;Nem;741
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Újváros tér 1. (Újváros Téri Ált. Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;823
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Újváros tér 1. (Újváros Téri Ált. Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;865
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Újváros tér 1. (Újváros Téri Ált. Iskola );10 ezer lakos feletti település, nem megyei jogú város;Igen;800
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ózd; Ózd, Bolyki Tamás utca 42. (Bolyky Tamás Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;778
