"Vármegye","Település","EVK Sorszám","Szavazókör sorszáma","Cím","Típus","Akadálymentesség","Választópolgárok száma"
"BUDAPEST főváros","Budapest 03. kerület","07","061","1033 Budapest 03, Szérűskert utca 40-42. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","889"
"BUDAPEST főváros","Budapest 03. kerület","07","062","1033 Budapest 03, Szérűskert utca 40-42. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","894"
"BUDAPEST főváros","Budapest 03. kerület","07","063","1033 Budapest 03, Szérűskert utca 37. (Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","860"
"BUDAPEST főváros","Budapest 03. kerület","07","064","1033 Budapest 03, Szérűskert utca 40-42. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","762"
"BUDAPEST főváros","Budapest 03. kerület","09","065","1033 Budapest 03, Szérűskert utca 40-42. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","987"
"BUDAPEST főváros","Budapest 03. kerület","09","066","1037 Budapest 03, Gyógyszergyár utca 22-24. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","904"
"BUDAPEST főváros","Budapest 03. kerület","08","067","1037 Budapest 03, Gyógyszergyár utca 22-24. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","817"
"BUDAPEST főváros","Budapest 03. kerület","09","068","1031 Budapest 03, Keve utca 41. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","838"
"BUDAPEST főváros","Budapest 03. kerület","10","069","1031 Budapest 03, Arató Emil tér 1. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","781"
"BUDAPEST főváros","Budapest 03. kerület","10","070","1031 Budapest 03, Arató Emil tér 1. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","776"
"BUDAPEST főváros","Budapest 03. kerület","10","071","1031 Budapest 03, Arató Emil tér 1. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","860"
"BUDAPEST főváros","Budapest 03. kerület","10","072","1031 Budapest 03, Arató Emil tér 1. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","880"
"BUDAPEST főváros","Budapest 03. kerület","02","073","1031 Budapest 03, Arató Emil tér 1. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","788"
"BUDAPEST főváros","Budapest 03. kerület","10","074","1031 Budapest 03, Arató Emil tér 1. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","890"
"BUDAPEST főváros","Budapest 03. kerület","10","075","1031 Budapest 03, Arató Emil tér 1. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","714"
"BUDAPEST főváros","Budapest 03. kerület","10","076","1031 Budapest 03, Arató Emil tér 1. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 014"
"BUDAPEST főváros","Budapest 03. kerület","11","077","1031 Budapest 03, Arató Emil tér 2. (Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","839"
"BUDAPEST főváros","Budapest 03. kerület","11","078","1031 Budapest 03, Keve utca 41. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","874"
"BUDAPEST főváros","Budapest 03. kerület","11","079","1031 Budapest 03, Keve utca 41. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","931"
"BUDAPEST főváros","Budapest 03. kerület","11","080","1031 Budapest 03, Keve utca 41. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","946"
"BUDAPEST főváros","Budapest 03. kerület","11","081","1031 Budapest 03, Keve utca 41. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 018"
"BUDAPEST főváros","Budapest 03. kerület","11","082","1039 Budapest 03, Hunyadi utca 8-10. (Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 023"
"BUDAPEST főváros","Budapest 03. kerület","11","083","1038 Budapest 03, Fodros utca 38-40. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 071"
"BUDAPEST főváros","Budapest 03. kerület","15","084","1039 Budapest 03, Királyok útja 178/E. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 016"
"BUDAPEST főváros","Budapest 03. kerület","15","085","1039 Budapest 03, Királyok útja 178/E. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","777"
"BUDAPEST főváros","Budapest 03. kerület","15","086","1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","761"
"BUDAPEST főváros","Budapest 03. kerület","15","087","1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","915"
"BUDAPEST főváros","Budapest 03. kerület","15","088","1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","826"
"BUDAPEST főváros","Budapest 03. kerület","15","089","1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 000"
"BUDAPEST főváros","Budapest 03. kerület","14","090","1039 Budapest 03, Medgyessy Ferenc utca 2-4. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","814"
"BUDAPEST főváros","Budapest 03. kerület","14","091","1039 Budapest 03, Zipernowsky Károly utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","790"
"BUDAPEST főváros","Budapest 03. kerület","16","092","1039 Budapest 03, Zipernowsky Károly utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","839"
"BUDAPEST főváros","Budapest 03. kerület","16","093","1039 Budapest 03, Zipernowsky Károly utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","863"
"BUDAPEST főváros","Budapest 03. kerület","15","094","1039 Budapest 03, Zipernowsky Károly utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","785"
"BUDAPEST főváros","Budapest 03. kerület","16","095","1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","838"
"BUDAPEST főváros","Budapest 03. kerület","16","096","1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","923"
"BUDAPEST főváros","Budapest 03. kerület","16","097","1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","960"
"BUDAPEST főváros","Budapest 03. kerület","16","098","1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","694"
"BUDAPEST főváros","Budapest 03. kerület","16","099","1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","937"
"BUDAPEST főváros","Budapest 03. kerület","14","100","1039 Budapest 03, Zipernowsky Károly utca 4. (Szakiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","841"
"BUDAPEST főváros","Budapest 03. kerület","12","101","1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","855"
"BUDAPEST főváros","Budapest 03. kerület","12","102","1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","844"
"BUDAPEST főváros","Budapest 03. kerület","12","103","1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","835"
"BUDAPEST főváros","Budapest 03. kerület","13","104","1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","755"
"BUDAPEST főváros","Budapest 03. kerület","13","105","1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","715"
"BUDAPEST főváros","Budapest 03. kerület","13","106","1039 Budapest 03, Bárczi Géza utca 2. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","807"
"BUDAPEST főváros","Budapest 03. kerület","13","107","1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","772"
"BUDAPEST főváros","Budapest 03. kerület","13","108","1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","824"
"BUDAPEST főváros","Budapest 03. kerület","14","109","1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","790"
"BUDAPEST főváros","Budapest 03. kerület","14","110","1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","776"
"BUDAPEST főváros","Budapest 03. kerület","14","111","1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","726"
"BUDAPEST főváros","Budapest 03. kerület","14","112","1039 Budapest 03, Pais Dezső utca 1-3. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","798"
"BUDAPEST főváros","Budapest 03. kerület","","200","1033 Budapest 03, Harrer Pál utca 7. (Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","0"
"BUDAPEST főváros","Budapest 04. kerület","01","001","1048 Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 200"
"BUDAPEST főváros","Budapest 04. kerület","01","002"," Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 130"
"BUDAPEST főváros","Budapest 04. kerület","01","003"," Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","916"
"BUDAPEST főváros","Budapest 04. kerület","01","004"," Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 224"
"BUDAPEST főváros","Budapest 04. kerület","01","005"," Budapest 04, Homoktövis utca 100. (Homoktövis Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 146"
"BUDAPEST főváros","Budapest 04. kerület","02","006","1043 Budapest 04, Bőrfestő utca 5-9. (Csokonai Gimn. és Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 046"
"BUDAPEST főváros","Budapest 04. kerület","02","007","1046 Budapest 04, Bőrfestő utca 5-9. (Csokonai Gimn. és Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 066"
"BUDAPEST főváros","Budapest 04. kerület","02","008"," Budapest 04, Bőrfestő utca 5-9. (Csokonai Gimn. és Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 057"
"BUDAPEST főváros","Budapest 04. kerület","02","009","1048 Budapest 04, Tóth Aladár utca 16-18. (Babits Gimnázium)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 241"
"BUDAPEST főváros","Budapest 04. kerület","02","010","1048 Budapest 04, Tóth Aladár utca 16-18. (Babits Gimnázium)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 155"
"BUDAPEST főváros","Budapest 04. kerület","03","011","1048 Budapest 04, Tóth Aladár utca 16-18. (Babits Gimnázium)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 092"
"BUDAPEST főváros","Budapest 04. kerület","03","012","1048 Budapest 04, Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 030"
"BUDAPEST főváros","Budapest 04. kerület","03","013","1048 Budapest 04, Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 115"
"BUDAPEST főváros","Budapest 04. kerület","03","014","1048 Budapest 04, Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 041"
"BUDAPEST főváros","Budapest 04. kerület","03","015","1048 Budapest 04, Hajló utca 2-8. (Karinthy Ált. Isk. volt ÁMK)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 087"
"BUDAPEST főváros","Budapest 04. kerület","04","016","1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 044"
"BUDAPEST főváros","Budapest 04. kerület","04","017","1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 114"
"BUDAPEST főváros","Budapest 04. kerület","04","018","1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 088"
"BUDAPEST főváros","Budapest 04. kerület","04","019","1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 038"
"BUDAPEST főváros","Budapest 04. kerület","04","020","1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 017"
"BUDAPEST főváros","Budapest 04. kerület","05","021","1048 Budapest 04, Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 291"
"BUDAPEST főváros","Budapest 04. kerület","05","022","1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 038"
"BUDAPEST főváros","Budapest 04. kerület","05","023","1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 102"
"BUDAPEST főváros","Budapest 04. kerület","05","024","1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 149"
"BUDAPEST főváros","Budapest 04. kerület","05","025","1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","989"
"BUDAPEST főváros","Budapest 04. kerület","06","026","1047 Budapest 04, Fóti út 66. (Angol Nyelvi Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 138"
"BUDAPEST főváros","Budapest 04. kerület","06","027","1046 Budapest 04, Bajza József utca 2. (Bajza Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 085"
"BUDAPEST főváros","Budapest 04. kerület","06","028","1047 Budapest 04, Fóti út 66. (Angol Nyelvi. Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 099"
"BUDAPEST főváros","Budapest 04. kerület","06","029","1046 Budapest 04, Bajza József utca 2. (Bajza Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 059"
"BUDAPEST főváros","Budapest 04. kerület","06","030","1046 Budapest 04, Bajza József utca 2. (Bajza Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 232"
"BUDAPEST főváros","Budapest 04. kerület","07","031","1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","980"
"BUDAPEST főváros","Budapest 04. kerület","07","032","1044 Budapest 04, Megyeri út 20. (Megyeri Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","957"
