"Vármegye","Település","EVK Sorszám","Szavazókör sorszáma","Cím","Típus","Akadálymentesség","Választópolgárok száma"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","01","002"," Hajdúszoboszló, Kossuth utca 15. (Szoc. Szolg. Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 085"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","02","003"," Hajdúszoboszló, Szilfákalja utca 1-3. (Egészségház)","10 ezer lakos feletti település, nem megyei jogú város","Igen","896"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","02","004"," Hajdúszoboszló, Szilfákalja utca 1-3. (Egészségház)","10 ezer lakos feletti település, nem megyei jogú város","Igen","828"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","02","005"," Hajdúszoboszló, Kölcsey Ferenc utca 2-4. (Thököly Imre Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","747"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","03","006"," Hajdúszoboszló, József Attila utca 25. (Bocskai I. Szakképző Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","943"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","03","007"," Hajdúszoboszló, Gönczy Pál utca 15. (Középiskolai Kollégium)","10 ezer lakos feletti település, nem megyei jogú város","Nem","750"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","03","008"," Hajdúszoboszló, Ady Endre utca 54. (Manókert Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 182"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","04","009"," Hajdúszoboszló, Nyugati sor 5. (Városgazdálkodási Zrt.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","802"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","04","010"," Hajdúszoboszló, Bárány utca 54. (Olvisz 98 telephelye)","10 ezer lakos feletti település, nem megyei jogú város","Igen","903"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","04","011"," Hajdúszoboszló, Dózsa György utca 14. (Munkaügyi  Központ)","10 ezer lakos feletti település, nem megyei jogú város","Nem","904"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","05","012"," Hajdúszoboszló, Rákóczi utca 44. (Hőgyes E. Gimnázium)","10 ezer lakos feletti település, nem megyei jogú város","Igen","685"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","05","013"," Hajdúszoboszló, Rákóczi utca 58-64. (volt 3. Számú Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","974"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","05","014"," Hajdúszoboszló, Rákóczi utca 84. (Bambínó Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","941"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","06","015"," Hajdúszoboszló, Arany János utca 2. (Bárdos Lajos Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 058"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","06","016"," Hajdúszoboszló, Hőforrás utca 143. (Pávai Vajna Ferenc Ált. Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 196"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","07","017"," Hajdúszoboszló, Hőforrás utca 105/C. (Szociális Otthon)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 047"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","07","018"," Hajdúszoboszló, Hőforrás utca 145. (Liget Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 212"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","08","019"," Hajdúszoboszló, Attila utca 51. (Szivárvány Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 291"
"HAJDÚ-BIHAR vármegye","Hajdúszoboszló","08","020"," Hajdúszoboszló, Sport utca 14. (HSE épülete)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 437"
"HAJDÚ-BIHAR vármegye","Hajdúszovát","","001"," Hajdúszovát, Maklári P. M. utca 2. (Központi Iskola)","10 ezer és az alatti lakosú település","Igen","755"
"HAJDÚ-BIHAR vármegye","Hajdúszovát","","002"," Hajdúszovát, Ady Endre utca 2. (Idősek Klubja)","10 ezer és az alatti lakosú település","Igen","778"
"HAJDÚ-BIHAR vármegye","Hajdúszovát","","003"," Hajdúszovát, Széchenyi István utca 4. (Régi Napközis Iskola)","10 ezer és az alatti lakosú település","Nem","828"
"HAJDÚ-BIHAR vármegye","Hencida","","001"," Hencida, Kossuth tér 1.","10 ezer és az alatti lakosú település","Igen","878"
"HAJDÚ-BIHAR vármegye","Hortobágy","","001"," Hortobágy, Czinege J. utca 1.","10 ezer és az alatti lakosú település","Igen","991"
"HAJDÚ-BIHAR vármegye","Hortobágy","","002"," Hortobágy, Szásztelek irodaház","10 ezer és az alatti lakosú település","Nem","160"
"HAJDÚ-BIHAR vármegye","Hosszúpályi","","001"," Hosszúpályi, Szabadság tér 30. (Központi Iskola)","10 ezer és az alatti lakosú település","Igen","1 113"
"HAJDÚ-BIHAR vármegye","Hosszúpályi","","002"," Hosszúpályi, Szabadság tér 30. (Központi Iskola)","10 ezer és az alatti lakosú település","Igen","1 181"
"HAJDÚ-BIHAR vármegye","Hosszúpályi","","003"," Hosszúpályi, Szabadság tér 29. (Kisemeletes Iskola)","10 ezer és az alatti lakosú település","Igen","1 063"
"HAJDÚ-BIHAR vármegye","Hosszúpályi","","004"," Hosszúpályi, Szabadság tér 29. (Kisemeletes Iskola)","10 ezer és az alatti lakosú település","Igen","1 091"
"HAJDÚ-BIHAR vármegye","Kaba","","001","4183 Kaba, Szabadság tér 9. sz. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","916"
"HAJDÚ-BIHAR vármegye","Kaba","","002","4183 Kaba, Jókai utca 4.sz. (Támasz Szociális Központ)","10 ezer és az alatti lakosú település","Igen","932"
"HAJDÚ-BIHAR vármegye","Kaba","","003"," Kaba, Kossuth Lajos utca 3.sz. (Kultúr Iskola)","10 ezer és az alatti lakosú település","Igen","944"
"HAJDÚ-BIHAR vármegye","Kaba","","004"," Kaba, Batthyány utca 8.sz. (Hétszínvirág Óvoda)","10 ezer és az alatti lakosú település","Nem","918"
"HAJDÚ-BIHAR vármegye","Kaba","","005"," Kaba, Rákóczi út 79.sz. (Napsugár Óvoda)","10 ezer és az alatti lakosú település","Nem","934"
"HAJDÚ-BIHAR vármegye","Kismarja","","001"," Kismarja, Bocskai u. 18. (Klubkönyvtár)","10 ezer és az alatti lakosú település","Igen","1 031"
"HAJDÚ-BIHAR vármegye","Kokad","","001","4284 Kokad, Kossuth u. 55. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","497"
"HAJDÚ-BIHAR vármegye","Komádi","","001"," Komádi, Köztársaság útja 15. (Óvoda)","10 ezer és az alatti lakosú település","Igen","589"
"HAJDÚ-BIHAR vármegye","Komádi","","002"," Komádi, Hősök tere 4. (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","597"
"HAJDÚ-BIHAR vármegye","Komádi","","003"," Komádi, Szent István útja 19. (Óvoda)","10 ezer és az alatti lakosú település","Igen","598"
"HAJDÚ-BIHAR vármegye","Komádi","","004"," Komádi, Fő utca 5-9. (Közösségi ház)","10 ezer és az alatti lakosú település","Igen","601"
"HAJDÚ-BIHAR vármegye","Komádi","","005"," Komádi, Fő utca 53. (Napközi Otthon)","10 ezer és az alatti lakosú település","Igen","574"
"HAJDÚ-BIHAR vármegye","Komádi","","006"," Komádi, Fő utca 96. (Iskola)","10 ezer és az alatti lakosú település","Igen","593"
"HAJDÚ-BIHAR vármegye","Komádi","","007"," Komádi, Fő utca 121. (Óvoda)","10 ezer és az alatti lakosú település","Igen","437"
"HAJDÚ-BIHAR vármegye","Komádi","","008"," Komádi, Dobai utca 2/B.","10 ezer és az alatti lakosú település","Igen","68"
"HAJDÚ-BIHAR vármegye","Konyár","","001"," Konyár, Rákóczi utca 11. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","727"
"HAJDÚ-BIHAR vármegye","Konyár","","002"," Konyár, Rákóczi utca 9. (Általános Iskola)","10 ezer és az alatti lakosú település","Nem","905"
"HAJDÚ-BIHAR vármegye","Körösszakál","","001","4136 Körösszakál, Piac tér 1. (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","596"
"HAJDÚ-BIHAR vármegye","Körösszegapáti","","001"," Körösszegapáti, Kossuth utca 50. (Kultúrház)","10 ezer és az alatti lakosú település","Igen","735"
"HAJDÚ-BIHAR vármegye","Körösszegapáti","","002"," Körösszegapáti, Körmösdpuszta Tisza István utca 6. (Info Központ)","10 ezer és az alatti lakosú település","Igen","82"
"HAJDÚ-BIHAR vármegye","Létavértes","","001","4281 Létavértes, Árpád tér 7. (Nagyterem)","10 ezer és az alatti lakosú település","Igen","1 030"
"HAJDÚ-BIHAR vármegye","Létavértes","","002","4281 Létavértes, Kossuth utca 1.","10 ezer és az alatti lakosú település","Nem","912"
"HAJDÚ-BIHAR vármegye","Létavértes","","003","4281 Létavértes, Árpád tér 10.","10 ezer és az alatti lakosú település","Nem","1 165"
"HAJDÚ-BIHAR vármegye","Létavértes","","004","4281 Létavértes, Árpád tér 7.","10 ezer és az alatti lakosú település","Igen","1 070"
"HAJDÚ-BIHAR vármegye","Létavértes","","005","4283 Létavértes, Kassai utca 5.","10 ezer és az alatti lakosú település","Nem","766"
"HAJDÚ-BIHAR vármegye","Létavértes","","006","4283 Létavértes, Kassai utca 16.","10 ezer és az alatti lakosú település","Nem","816"
"HAJDÚ-BIHAR vármegye","Magyarhomorog","","001"," Magyarhomorog, Árpád utca 49. (Kultúrház)","10 ezer és az alatti lakosú település","Igen","665"
"HAJDÚ-BIHAR vármegye","Mezőpeterd","","001"," Mezőpeterd, Petőfi u. 13. (Faluház)","10 ezer és az alatti lakosú település","Igen","562"
"HAJDÚ-BIHAR vármegye","Mezősas","","001"," Mezősas, Nagy Sándor utca 49. (Községháza)","10 ezer és az alatti lakosú település","Igen","527"
"HAJDÚ-BIHAR vármegye","Mikepércs","","001"," Mikepércs, Nagyváradi u. 1. (Hunyadi János Általános Iskola)","10 ezer és az alatti lakosú település","Igen","843"
"HAJDÚ-BIHAR vármegye","Mikepércs","","002"," Mikepércs, Nagyváradi u. 1. (Hunyadi János Általános Iskola)","10 ezer és az alatti lakosú település","Igen","801"
"HAJDÚ-BIHAR vármegye","Mikepércs","","003"," Mikepércs, Nagyváradi u. 1. (Hunyadi János Általános Iskola)","10 ezer és az alatti lakosú település","Igen","829"
"HAJDÚ-BIHAR vármegye","Mikepércs","","004"," Mikepércs, Nagyváradi u. 1. (Hunyadi János Általános Iskola)","10 ezer és az alatti lakosú település","Igen","818"
"HAJDÚ-BIHAR vármegye","Mikepércs","","005","4271 Mikepércs, Nagyváradi u.1. (Hunyadi János Általános Iskola)","10 ezer és az alatti lakosú település","Igen","811"
"HAJDÚ-BIHAR vármegye","Monostorpályi","","001","4275 Monostorpályi, Landler tér 5. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","834"
"HAJDÚ-BIHAR vármegye","Monostorpályi","","002"," Monostorpályi, Landler tér 5.(Általános Iskola)","10 ezer és az alatti lakosú település","Igen","953"
"HAJDÚ-BIHAR vármegye","Nagyhegyes","","001","4064 Nagyhegyes, Kossuth utca 30/A. (Tündérkert Óvoda)","10 ezer és az alatti lakosú település","Igen","1 239"
"HAJDÚ-BIHAR vármegye","Nagyhegyes","","002","4064 Nagyhegyes, Kossuth utca 39. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","1 120"
"HAJDÚ-BIHAR vármegye","Nagykereki","","001"," Nagykereki, Kossuth utca 2. (Óvoda)","10 ezer és az alatti lakosú település","Igen","1 140"
"HAJDÚ-BIHAR vármegye","Nagyrábé","","001"," Nagyrábé, Kossuth út  5. (Községháza)","10 ezer és az alatti lakosú település","Igen","840"
"HAJDÚ-BIHAR vármegye","Nagyrábé","","002"," Nagyrábé, Rétszentmiklósi út 2/C. (Iskola Étkező)","10 ezer és az alatti lakosú település","Igen","839"
"HAJDÚ-BIHAR vármegye","Nádudvar","","001"," Nádudvar, Kossuth utca 8. (Napfény Óvoda és Bölcsőde)","10 ezer és az alatti lakosú település","Igen","1 312"
"HAJDÚ-BIHAR vármegye","Nádudvar","","002"," Nádudvar, Fő út 50. (Szoc. Szolgáltató központ)","10 ezer és az alatti lakosú település","Igen","1 302"
"HAJDÚ-BIHAR vármegye","Nádudvar","","003"," Nádudvar, Fő út 179.  (Vadvirág Tagóvoda)","10 ezer és az alatti lakosú település","Igen","1 363"
"HAJDÚ-BIHAR vármegye","Nádudvar","","004"," Nádudvar, Puskin utca 13.  (Százszorszép Tagóvoda)","10 ezer és az alatti lakosú település","Igen","1 378"
"HAJDÚ-BIHAR vármegye","Nádudvar","","005"," Nádudvar, Ady tér 10. (Művelődési központ)","10 ezer és az alatti lakosú település","Igen","1 407"
"HAJDÚ-BIHAR vármegye","Nyíracsád","","001"," Nyíracsád, Rákóczi u. 17.","10 ezer és az alatti lakosú település","Nem","444"
"HAJDÚ-BIHAR vármegye","Nyíracsád","","002"," Nyíracsád, Szatmári u. 8.","10 ezer és az alatti lakosú település","Nem","817"
"HAJDÚ-BIHAR vármegye","Nyíracsád","","003"," Nyíracsád, Kossuth u. 5-7.","10 ezer és az alatti lakosú település","Nem","604"
"HAJDÚ-BIHAR vármegye","Nyíracsád","","004"," Nyíracsád, Kassai u. 6.","10 ezer és az alatti lakosú település","Igen","930"
"HAJDÚ-BIHAR vármegye","Nyíracsád","","005"," Nyíracsád, Buzita tanya 30. (Kéktúra Vendégház)","10 ezer és az alatti lakosú település","Nem","75"
"HAJDÚ-BIHAR vármegye","Nyíracsád","","006"," Nyíracsád, Asszonyrész tanya 1. (Honorex Kft)","10 ezer és az alatti lakosú település","Nem","178"
"HAJDÚ-BIHAR vármegye","Nyíradony","","001"," Nyíradony, Árpád tér 10. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","750"
"HAJDÚ-BIHAR vármegye","Nyíradony","","002"," Nyíradony, Árpád utca 2. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","755"
"HAJDÚ-BIHAR vármegye","Nyíradony","","003","4254 Nyíradony, Dózsa György utca 5. ( Bölcsőde)","10 ezer és az alatti lakosú település","Igen","659"
"HAJDÚ-BIHAR vármegye","Nyíradony","","004","4254 Nyíradony, Dózsa György utca 5. ( Bölcsőde )","10 ezer és az alatti lakosú település","Igen","578"
"HAJDÚ-BIHAR vármegye","Nyíradony","","005"," Nyíradony, Temesvári utca 18-20. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","849"
"HAJDÚ-BIHAR vármegye","Nyíradony","","006"," Nyíradony, Temesvári utca 18-20. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","1 149"
"HAJDÚ-BIHAR vármegye","Nyíradony","","007"," Nyíradony, Aradványpuszta, Iskola út 1. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","750"
"HAJDÚ-BIHAR vármegye","Nyíradony","","008","4252 Nyíradony, Tamásipuszta, Viczmándi út 1.","10 ezer és az alatti lakosú település","Nem","409"
"HAJDÚ-BIHAR vármegye","Nyírábrány","","001"," Nyírábrány, Iskola utca 8.","10 ezer és az alatti lakosú település","Igen","840"
"HAJDÚ-BIHAR vármegye","Nyírábrány","","002"," Nyírábrány, Ábrányi Kornél tér 5.","10 ezer és az alatti lakosú település","Igen","813"
"HAJDÚ-BIHAR vármegye","Nyírábrány","","003"," Nyírábrány, Ábrányi Kornél tér 5.","10 ezer és az alatti lakosú település","Igen","580"
"HAJDÚ-BIHAR vármegye","Nyírábrány","","004"," Nyírábrány, Árpád utca 27.","10 ezer és az alatti lakosú település","Nem","785"
"HAJDÚ-BIHAR vármegye","Nyírábrány","","005"," Nyírábrány, Szentannapuszta tanya 45.","10 ezer és az alatti lakosú település","Nem","71"
"HAJDÚ-BIHAR vármegye","Nyírmártonfalva","","001"," Nyírmártonfalva, Iskola tér 1.","10 ezer és az alatti lakosú település","Igen","788"
"HAJDÚ-BIHAR vármegye","Nyírmártonfalva","","002"," Nyírmártonfalva, Iskola tér 1.","10 ezer és az alatti lakosú település","Igen","790"
"HAJDÚ-BIHAR vármegye","Pocsaj","","001"," Pocsaj, Nagy utca 41. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","905"
"HAJDÚ-BIHAR vármegye","Pocsaj","","002"," Pocsaj, Piac utca 92. (Mesevár Óvoda)","10 ezer és az alatti lakosú település","Nem","1 094"
"HAJDÚ-BIHAR vármegye","Polgár","","001"," Polgár, Móricz utca 3-5. (Móricz úti iskola)","10 ezer és az alatti lakosú település","Igen","833"
"HAJDÚ-BIHAR vármegye","Polgár","","002"," Polgár, Zólyom utca 14. (Zólyom úti Ált. Isk.)","10 ezer és az alatti lakosú település","Igen","881"
"HAJDÚ-BIHAR vármegye","Polgár","","003"," Polgár, Barankovics tér 6. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","849"
"HAJDÚ-BIHAR vármegye","Polgár","","004"," Polgár, Zólyom utca 14. (Zólyom úti Ált. Isk.)","10 ezer és az alatti lakosú település","Igen","721"
"HAJDÚ-BIHAR vármegye","Polgár","","005"," Polgár, Móricz utca 3-5. (Móricz úti Iskola)","10 ezer és az alatti lakosú település","Igen","1 024"
"HAJDÚ-BIHAR vármegye","Polgár","","006"," Polgár, Széchenyi utca 11. (iskola)","10 ezer és az alatti lakosú település","Igen","1 119"
"HAJDÚ-BIHAR vármegye","Polgár","","007"," Polgár, Széchenyi utca 11. (iskola)","10 ezer és az alatti lakosú település","Igen","949"
"HAJDÚ-BIHAR vármegye","Püspökladány","01","001"," Püspökladány, Kossuth utca 1. (Rendelőintézet)","10 ezer lakos feletti település, nem megyei jogú város","Igen","665"
"HAJDÚ-BIHAR vármegye","Püspökladány","01","002"," Püspökladány, Honvéd utca 16-18. (Napfény Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","593"
"HAJDÚ-BIHAR vármegye","Püspökladány","02","003"," Püspökladány, Petőfi utca 40. (Csenki Imre Művészeti Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","646"
"HAJDÚ-BIHAR vármegye","Püspökladány","02","004"," Püspökladány, Petőfi utca 9. (Petőfi Sándor Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","748"
"HAJDÚ-BIHAR vármegye","Püspökladány","03","005"," Püspökladány, Vasút utca1. (MÁV Szociális Épület)","10 ezer lakos feletti település, nem megyei jogú város","Nem","700"
"HAJDÚ-BIHAR vármegye","Püspökladány","03","006"," Püspökladány, Bocskai utca 21. (Ifjúsági Ház)","10 ezer lakos feletti település, nem megyei jogú város","Igen","640"
"HAJDÚ-BIHAR vármegye","Püspökladány","04","007"," Püspökladány, Bocskai utca 48. (Nyugdíjasok Háza)","10 ezer lakos feletti település, nem megyei jogú város","Nem","736"
"HAJDÚ-BIHAR vármegye","Püspökladány","04","008"," Püspökladány, Szent István utca 33. (Segítő Kezek Intézmény)","10 ezer lakos feletti település, nem megyei jogú város","Igen","726"
"HAJDÚ-BIHAR vármegye","Püspökladány","05","009"," Püspökladány, Kálvin tér 8. (Kálvin Téri Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","794"
"HAJDÚ-BIHAR vármegye","Püspökladány","05","010"," Püspökladány, Árpád utca 18. (Árpád Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","639"
"HAJDÚ-BIHAR vármegye","Püspökladány","06","011"," Püspökladány, Karcagi utca 28. (Petritelepi Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Nem","666"
"HAJDÚ-BIHAR vármegye","Püspökladány","06","012"," Püspökladány, Karcagi utca 28. (Petritelepi Ált. Isk. Ebédlő)","10 ezer lakos feletti település, nem megyei jogú város","Nem","710"
"HAJDÚ-BIHAR vármegye","Püspökladány","07","013"," Püspökladány, Karcagi utca 37. (Nyitnikék Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","693"
"HAJDÚ-BIHAR vármegye","Püspökladány","07","014"," Püspökladány, Petőfi utca 67. (Gellér Sándor Sportcentrum)","10 ezer lakos feletti település, nem megyei jogú város","Igen","604"
"HAJDÚ-BIHAR vármegye","Püspökladány","08","015"," Püspökladány, Gárdonyi Géza utca 47. (Idősek Klubja)","10 ezer lakos feletti település, nem megyei jogú város","Igen","724"
"HAJDÚ-BIHAR vármegye","Püspökladány","08","016"," Püspökladány, Gárdonyi Géza utca 49. (Mezeivirág Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","808"
"HAJDÚ-BIHAR vármegye","Sáp","","001"," Sáp, Fő utca 24. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","675"
"HAJDÚ-BIHAR vármegye","Sáránd","","001","4272 Sáránd, Nagy utca 51. (Gyurgyalag Szálláshely)","10 ezer és az alatti lakosú település","Igen","884"
"HAJDÚ-BIHAR vármegye","Sáránd","","002","4272 Sáránd, Nagy utca 44. (Közösségi Ház)","10 ezer és az alatti lakosú település","Nem","990"
"HAJDÚ-BIHAR vármegye","Sárrétudvari","","001"," Sárrétudvari, Kossuth utca 95. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","789"
"HAJDÚ-BIHAR vármegye","Sárrétudvari","","002"," Sárrétudvari, Kossuth utca 53. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","717"
"HAJDÚ-BIHAR vármegye","Sárrétudvari","","003","4171 Sárrétudvari, Széchenyi utca 31. (Idősek Klubja)","10 ezer és az alatti lakosú település","Igen","772"
"HAJDÚ-BIHAR vármegye","Szentpéterszeg","","001"," Szentpéterszeg, Fekete Borbála u. 9. (Faluház)","10 ezer és az alatti lakosú település","Igen","893"
"HAJDÚ-BIHAR vármegye","Szerep","","001"," Szerep, Kossuth utca 10. (Szerepi K. Hétpettyes Óvoda)","10 ezer és az alatti lakosú település","Igen","980"
"HAJDÚ-BIHAR vármegye","Tetétlen","","001","4184 Tetétlen, Kossuth u. 55. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","497"
"HAJDÚ-BIHAR vármegye","Tetétlen","","002","4184 Tetétlen, Kossuth u. 55. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","557"
"HAJDÚ-BIHAR vármegye","Téglás","","001"," Téglás, Fényes utca 2-8. (Ált. Iskola)","10 ezer és az alatti lakosú település","Igen","1 243"
"HAJDÚ-BIHAR vármegye","Téglás","","002"," Téglás, Fényes utca 2-8. (Ált. Iskola)","10 ezer és az alatti lakosú település","Igen","1 023"
"HAJDÚ-BIHAR vármegye","Téglás","","003"," Téglás, Fényes utca 2-8. (Ált. Iskola)","10 ezer és az alatti lakosú település","Igen","1 004"
"HAJDÚ-BIHAR vármegye","Téglás","","004"," Téglás, Fényes utca 2-8. (Ált. Iskola)","10 ezer és az alatti lakosú település","Igen","970"
"HAJDÚ-BIHAR vármegye","Téglás","","005"," Téglás, Fényes utca 2-8. (Ált. Iskola)","10 ezer és az alatti lakosú település","Igen","901"
"HAJDÚ-BIHAR vármegye","Tépe","","001","4132 Tépe, Rákóczi utca 2. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","798"
"HAJDÚ-BIHAR vármegye","Tiszacsege","","001"," Tiszacsege, Kossuth utca 3. (Könyvtár)","10 ezer és az alatti lakosú település","Igen","696"
"HAJDÚ-BIHAR vármegye","Tiszacsege","","002"," Tiszacsege, Fő utca 43-45. (Szolgáltató Csarnok)","10 ezer és az alatti lakosú település","Igen","742"
"HAJDÚ-BIHAR vármegye","Tiszacsege","","003"," Tiszacsege, Fő utca 95. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","746"
"HAJDÚ-BIHAR vármegye","Tiszacsege","","004"," Tiszacsege, Fő utca 95. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","718"
"HAJDÚ-BIHAR vármegye","Tiszacsege","","005"," Tiszacsege, Óvoda utca 3/A (Városi Óvoda és Bölcsőde)","10 ezer és az alatti lakosú település","Igen","745"
"HAJDÚ-BIHAR vármegye","Tiszacsege","","006"," Tiszacsege, Nagymajor tanya 28. (Régi Iskola)","10 ezer és az alatti lakosú település","Nem","70"
"HAJDÚ-BIHAR vármegye","Tiszagyulaháza","","001","4097 Tiszagyulaháza, Kossuth utca 25. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","555"
"HAJDÚ-BIHAR vármegye","Told","","001"," Told, Kossuth utca 28. (Községi Könyvtár)","10 ezer és az alatti lakosú település","Igen","270"
"HAJDÚ-BIHAR vármegye","Újiráz","","001"," Újiráz, Szabadság tér 3-2. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","409"
"HAJDÚ-BIHAR vármegye","Újléta","","001"," Újléta, Kossuth utca 20. (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","865"
"HAJDÚ-BIHAR vármegye","Újszentmargita","","001"," Újszentmargita, Hunyadi utca 5.","10 ezer és az alatti lakosú település","Igen","1 114"
"HAJDÚ-BIHAR vármegye","Újtikos","","001","4096 Újtikos, Fő utca 11. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","685"
"HAJDÚ-BIHAR vármegye","Vámospércs","","001"," Vámospércs, Malom utca 2.  (Piremon Nyomda)","10 ezer és az alatti lakosú település","Nem","1 093"
"HAJDÚ-BIHAR vármegye","Vámospércs","","002"," Vámospércs, Béke utca 1.  (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","840"
"HAJDÚ-BIHAR vármegye","Vámospércs","","003"," Vámospércs, Béke utca 1.  (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","851"
"HAJDÚ-BIHAR vármegye","Vámospércs","","004"," Vámospércs, Iskola utca 4. (Óvoda)","10 ezer és az alatti lakosú település","Igen","714"
"HAJDÚ-BIHAR vármegye","Vámospércs","","005"," Vámospércs, Iskola utca 4. (Óvoda)","10 ezer és az alatti lakosú település","Igen","817"
"HAJDÚ-BIHAR vármegye","Váncsod","","001","4119 Váncsod, Kossuth utca 81.sz. (Klubkönyvtár)","10 ezer és az alatti lakosú település","Igen","966"
"HAJDÚ-BIHAR vármegye","Vekerd","","001"," Vekerd, Kossuth út 18.  (Közösségi Ház)","10 ezer és az alatti lakosú település","Igen","94"
"HAJDÚ-BIHAR vármegye","Zsáka","","001","4142 Zsáka, Bethlen Gábor út 8.  (Idősek Klubja)","10 ezer és az alatti lakosú település","Igen","1 227"
"HEVES vármegye","Abasár","","001"," Abasár, Iskola út 36. (IKSZT Saári Közösségi Ház)","10 ezer és az alatti lakosú település","Igen","1 038"
"HEVES vármegye","Abasár","","002"," Abasár, Iskola út  11. (Községi Könyvtár Általános Iskola)","10 ezer és az alatti lakosú település","Igen","1 032"
"HEVES vármegye","Adács","","001","3292 Adács,  Akácfa utca 3. (Adácsi Óvoda)","10 ezer és az alatti lakosú település","Igen","699"
"HEVES vármegye","Adács","","002"," Adács, Rákóczi út 18.  (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","744"
"HEVES vármegye","Adács","","003","3292 Adács,  Petőfi u. 2. (Gondozási Központ)","10 ezer és az alatti lakosú település","Igen","678"
"HEVES vármegye","Aldebrő","","001"," Aldebrő, Arany János út 1.","10 ezer és az alatti lakosú település","Igen","590"
"HEVES vármegye","Andornaktálya","","001"," Andornaktálya, Kossuth Lajos utca 2. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","1 065"
"HEVES vármegye","Andornaktálya","","002","3399 Andornaktálya, II. Rákóczi Ferenc út 217. (Református Imaház)","10 ezer és az alatti lakosú település","Nem","1 090"
